,0,1
571536a4-4ca7-4d72-a666-220803a53d8d,[0.43736658 0.25       0.20469569 0.20331431],6439.107397806915
af17510a-bb42-472a-bf1b-939a3a8dce5e,[0.59552031 0.25       0.25       0.07881967],6021.964913884363
7805900a-a9c9-4f53-95f2-25651963fc5d,[0.38258748 0.25       0.25       0.02184273],14825.563878870986
c34fec45-f8b3-4c4a-995b-ef214ef81d8b,[0.40465208 0.25       0.25       0.06401937],13321.776869305068
c244559b-84a0-42bc-9056-35e5e4eab08e,[0.50001985 0.23847701 0.17235129 0.12799119],5343.623151189486
984abe9c-acbc-4adc-aae6-f3c8ff41e1fb,[0.57271513 0.25       0.25       0.1031271 ],14313.301888496957
4d522a84-e25c-4d0a-a501-b786eba25bd4,[0.58944243 0.25       0.25       0.05489321],5433.206305516027
278f6ebc-def1-4de6-b64d-f858dd94198c,[0.71462567 0.25       0.10377687 0.01941104],10212.072178469025
ae9196bf-b5e8-4dcd-9a6a-4f16e60b3023,[0.35640287 0.25       0.25       0.09783578],4778.5872904232965
3224d383-1a79-4198-a680-562bbeb7ecea,[0.44758508 0.25       0.16232983 0.06686776],5100.861452586931
adebc4f9-f2f6-48dc-8395-dbc52568e6bc,[0.350874   0.25       0.25       0.03754394],9750.467224665834
7000b7f1-0206-4730-96f0-e53ca511b31c,[0.67412478 0.25       0.16183006 0.17350586],8622.222835154897
8ea6a445-37b8-43bd-be3c-79d81ea900ef,[0.5282281  0.25       0.25       0.10628574],5084.503933481452
1a7af4eb-c7ca-4c3d-aec8-8d99bcad752e,[0.61321788 0.25       0.25       0.19607808],3418.9568187333407
0c418664-5081-4302-a1f7-ab6e776490a6,[0.70657852 0.25       0.25       0.04463407],12434.838793451267
9a2d46ea-efd4-412f-9181-03d4da27f17b,[0.56289347 0.25       0.25       0.03519875],15024.939275296798
f99faf6a-f167-48a8-aed5-7d30d45d52e8,[0.83445864 0.25       0.13803884 0.07143649],5059.146511367102
3a1aed33-9ef5-4b1a-8286-4b9e2736ee21,[0.33684706 0.25       0.22331951 0.1000746 ],9462.659776359202
7fdba433-ec66-4119-a423-206ae81afa8e,[0.78533307 0.25       0.21588039 0.06113153],4866.759927477215
f5396e02-a7fb-4a7b-a435-b42efe74b5a3,[0.70644399 0.25       0.20947959 0.02778068],10699.943401671271
b09bf1ca-b543-4399-b434-e40d7f1a99fb,[0.34041534 0.25       0.25       0.0210078 ],8592.786559242375
996469e1-aeca-4a58-87bc-ba94c820cf57,[0.27006974 0.25       0.25       0.07105149],554.7304065625347
a6e44d6f-f3cf-4085-b927-68d1fb7dbbd7,[0.59351249 0.25       0.15751141 0.01      ],6819.235745922696
febb5be8-9123-4f01-b192-da5aa0d0aa8e,[0.59070443 0.25       0.22121456 0.02921883],15740.147707559869
cf855b7e-4343-4e91-a829-fa42ec5a7e41,[0.60862966 0.25       0.11956968 0.1635597 ],4600.404302223333
de3510b9-61a2-4c07-8233-dcb5d69b4080,[0.47391004 0.25       0.25       0.06283009],7676.632027604143
79848802-d9cb-4dc3-a8db-e172aac29560,[0.63016985 0.25       0.1752519  0.13012597],9967.853452997402
c64c8108-8aa8-4cda-86d2-c2630ddbc0b9,[0.80790688 0.25       0.22834153 0.11112923],8047.100987487273
e7966b44-177f-4e2d-9687-f2e80f14c8e7,[0.63999872 0.25       0.25       0.03091768],1114.8320746349543
71875534-0782-4da7-ac22-f94e1dad2a41,[0.40274441 0.25       0.25       0.0290079 ],11875.295631051984
504c5705-8a13-4100-a1c1-13ae9d38ca29,[0.62123049 0.25       0.19464703 0.07685356],8029.284788352433
04432097-4abc-4236-80e5-03633bf9f53f,[0.68448085 0.25       0.25       0.06309583],11245.782519619754
86b3ebee-505a-4b52-9c64-e384057e69c5,[0.62314635 0.25       0.25       0.01      ],13076.22488459437
fff4682a-e34f-4d38-8d63-a96ae82b99c8,[0.81262856 0.25       0.22865224 0.03747232],3480.5156129405295
e64e601f-1092-4e3c-a383-c09d70909eb5,[0.74742994 0.25       0.18713021 0.10937496],1083.0124171834816
85449145-a754-4599-a224-3ce08db7aee1,[0.70030349 0.25       0.25       0.0781388 ],10527.274910540307
5b4e08aa-d80d-454a-a9e5-1f261e79110b,[0.70238253 0.25       0.25       0.01988307],5473.491224683509
8e1e86c4-a777-4b90-a23c-f8974a84d634,[0.63456354 0.25       0.25       0.11508498],5056.948621716795
0e6197a1-e535-43a3-a46e-002b4a10850c,[0.61802726 0.25       0.14580505 0.10889443],6323.194936856984
755fccc8-b733-4b8e-b851-098dc23815a5,[0.71855477 0.25       0.11468174 0.24822955],2681.9945915017765
c6f553d4-16ad-4c28-93fb-7dc012722c5a,[0.73296281 0.25       0.25       0.0656195 ],825.9903355447002
2ee17123-e8c3-4ace-85b3-ae341e6707b3,[0.4782461  0.25       0.16002997 0.01      ],10365.071589861105
b13e58da-dd82-4099-bd0c-2a31885f42ca,[0.44169419 0.25       0.25       0.15723797],3450.1581629075936
522f5e8e-ef03-4516-8e88-54620d5cb161,[0.54144087 0.25       0.25       0.17804184],2847.120396926775
f327cd9b-511e-4312-a9c8-0720ca05f518,[0.65466433 0.25       0.19058173 0.01936063],12267.132637839699
c55c2fd7-b231-4ec2-9563-a1124856a30f,[0.51818985 0.25       0.21703412 0.01      ],16510.172095176193
732095ae-b600-4ad8-9fa0-3a35da31825f,[0.60018879 0.25       0.18315    0.01      ],10533.707007319032
20b44736-7253-45c7-a751-69369ef988d7,[0.31335657 0.25       0.25       0.10714926],3895.632713696997
ec7813dd-f99c-4e8f-80ce-381c745b6d9d,[0.63694781 0.25       0.25       0.04685201],11522.915273383984
1003434d-266f-429d-84c6-2972d3b91708,[0.487009   0.25       0.25       0.01046204],6233.174022968537
4c19d664-5e78-47c3-8252-6c640e352a45,[0.72092894 0.25       0.21322139 0.01      ],11384.392235568708
f8e83185-ace0-40e2-b8ca-5e3c517b005f,[0.59096605 0.25       0.25       0.03932859],8608.884691587067
6328e4b5-bf71-4c27-b62f-858a738123af,[0.65861888 0.25       0.25       0.16949379],7291.794592540536
38d0ec59-162e-4fdb-b8db-2aa31da5966e,[0.52085927 0.25       0.25       0.09084672],16758.55489694113
90e62bb0-5240-4651-a658-76992c805ab2,[0.72053848 0.25       0.14593961 0.13536984],5180.935280980616
637cac3f-46ab-4c7a-9621-9d25576163e6,[0.3020423  0.25       0.20998322 0.1975893 ],3469.9384324715475
70ea8d51-c978-4e35-a9d8-87f4dfd326a3,[0.76876879 0.25       0.23490604 0.0511165 ],6205.523003692973
1f914639-dd20-47cd-95d3-153ee97afd72,[0.65183417 0.25       0.25       0.01      ],1240.3176240860791
261683d9-4885-4a21-8a8c-9e567d10d8c7,[0.3246864  0.25       0.25       0.04277539],15184.302392387917
03569f47-4f9d-4d3a-a7ea-b41dafa7f134,[0.75454282 0.25       0.25       0.01      ],13431.169576453829
09993b1b-f84c-405e-ad92-900e498f61f9,[0.392108   0.25       0.25       0.03205876],10179.108234999767
88786c10-87ac-4ce5-a2f8-9158083926f2,[0.67032491 0.25       0.20391879 0.16354291],4339.3932366487315
f0cbb52d-e0d3-47a4-b16c-fe50183f202c,[0.81308208 0.25       0.25       0.07484399],2962.8782481280714
29b67b5b-5316-4a88-8d64-a500752c4810,[0.55790189 0.25       0.25       0.06548182],16195.115366705793
a5ca8cf6-cb2e-4430-909a-85bd5806908c,[0.56461967 0.25       0.25       0.08355507],1369.4972955470478
4a5a65db-8b3a-4eb5-ad2a-1e3d46d760db,[0.65476767 0.25       0.12203206 0.138679  ],1559.2378888963187
84504c9c-3d95-4467-92e3-03a06cb1268d,[0.6563507  0.25       0.25       0.32009773],7633.436535474825
e8bac737-a6e3-49a7-8ae7-44281646f007,[0.18737472 0.2338979  0.25       0.03372369],6629.385683083517
18c649d1-04ee-4940-8896-9c1fcadb9f72,[0.40033214 0.25       0.15597073 0.10745   ],7549.474067474286
5d20a1b9-7ecc-487a-b3f4-464a585d560d,[0.55357518 0.25       0.24457789 0.16105228],3680.5232694012484
519b131c-a831-45c8-a915-fb6c78c27a0f,[0.61363824 0.25       0.20541747 0.13872175],11764.88836575849
9b46a9fa-b8c0-4998-aeee-46baef0bcaf6,[0.49245051 0.25       0.24700752 0.13054889],6395.608854963525
6fca6e65-f81f-4973-97fb-e9686b0e28a6,[0.57688941 0.25       0.24402987 0.07553312],8469.378818640507
6199ebee-100a-4405-a339-4bb9e668f5c0,[0.64497874 0.25       0.17857811 0.0799489 ],13251.824179978299
0d52bb42-0027-419d-b809-33fc63d5e989,[0.42607839 0.25       0.25       0.05840491],6202.60329174393
6a064ad1-df38-4399-8baa-945705a682a9,[0.64806986 0.25       0.22293631 0.01      ],13970.039793252417
4ed94d88-704b-48df-8d58-b8e6da253a1d,[0.81188013 0.25       0.25       0.07680966],3187.895843732845
18565e4b-c1d2-437e-9b25-626944bc3b35,[0.56228246 0.25       0.25       0.26010722],5882.177006433579
337b6d22-f55b-4c78-b1dc-986357b5ac03,[0.68557193 0.25       0.13417189 0.22654818],4521.476352293678
e5ca02d8-14c2-4e61-ab80-36e94549fead,[0.34435372 0.25       0.25       0.08817032],10872.982382047832
dfc7ed2e-ad55-43af-8141-d1cd8434a988,[0.62588654 0.25       0.21717291 0.15726284],2192.291623838199
4adc1dd2-9bf1-498b-bb1f-8fb36e436fa2,[0.64721849 0.25       0.25       0.1376554 ],4282.469555460655
2a1617f2-9645-4faa-91d7-3576d7e3c6af,[0.64592143 0.25       0.23318887 0.09072489],12049.981064859681
5f93c862-ae6e-4e88-bdc5-a617328d8926,[0.59310599 0.25       0.25       0.04067333],14487.639315894141
b9d672db-ba9b-4e28-9b25-c45e8d8a760a,[0.59517127 0.25       0.12583271 0.13100583],3796.55252733092
aa8760f8-335e-4609-b5f4-19c71d1c3c94,[0.50512264 0.25       0.25       0.15928681],5186.607707122191
5d567b23-eb63-44a6-92be-541b2744b33a,[0.33185294 0.25       0.25       0.04192475],6448.702108106683
16a11dad-f9b9-4e9d-a9d7-bd201afb606d,[0.38526652 0.25       0.25       0.02248225],13151.540543961957
61ed7ef1-bbc4-40da-8e31-a6f84d45b701,[0.53509146 0.25       0.22390529 0.04698192],1206.861454631116
d2c6532b-ac7f-401c-a7b8-987f8ab4b416,[0.5689996  0.25       0.25       0.06027259],1899.0297129938021
f9cf6b90-c189-40e8-b145-6df4f9e90fb5,[0.74721642 0.25       0.25       0.01323754],14218.144022794342
66346973-e4b7-40ec-bdfb-f601239de7e2,[0.71871044 0.25       0.25       0.09220099],505.85965972869053
60fd7f1c-f8f3-4079-bf57-1d3e32cc9f9c,[0.69678694 0.25       0.20659451 0.01138141],10715.439933649091
29492b6b-6eca-4c95-a707-6794938adbe9,[0.56300669 0.25       0.13966992 0.1634017 ],6780.335323110734
545888ca-f25a-4c8a-b8e4-6a13a71a32ba,[0.5188587 0.25      0.1244621 0.01     ],14840.33440327014
98adc5fc-be83-4eb6-be8b-0f1cd7b8f021,[0.49178539 0.25       0.25       0.08989022],11306.267087064913
e8a94ff3-989b-406d-9c93-981eb26a9e24,[0.86409348 0.25       0.23117182 0.01042195],11075.624656014075
23e7f100-6f52-4cfa-a101-58ab1b3abe1c,[0.66925729 0.25       0.25       0.02909352],8107.2028206326995
325ebc89-7772-441d-be29-0df2f84f4c39,[0.88543136 0.25       0.23696417 0.07064651],14553.686511312771
27b3dd65-3bec-427d-b535-2a3f27b212bc,[0.56334091 0.25       0.16061334 0.06534052],892.6958553322529
f6eaca5a-7630-4ebc-9bf1-6709b9494ab7,[0.63842311 0.25       0.17914473 0.01      ],8914.857780586246
c057aa6d-7a88-41ff-a740-b2795c290629,[0.71992636 0.25       0.22764515 0.01      ],10857.233246507783
99465b7a-3423-4bcc-8ce5-beb41d3c46b5,[0.45635536 0.25       0.22488024 0.19251115],7419.396210508185
131330e3-6e35-49af-a61c-d6b8ffb35d21,[0.56223111 0.25       0.12051058 0.01517533],10008.200093229114
569d2fcc-ce82-4e8d-a26e-3a8151808f85,[0.86335796 0.25       0.18408549 0.08087575],6697.888810336098
df2694c8-459d-4fb8-b187-8c6ad9ab3a22,[0.68261961 0.25       0.19184602 0.03695684],8986.927538351169
93ff5e88-9ab4-4c5d-a95b-08e6648058d5,[0.37248541 0.25       0.18791148 0.14204496],5873.3086905290875
38432cb6-e1d1-4164-9c21-ec10d548be40,[0.33181526 0.25       0.25       0.10223232],6581.2847229131185
ac002baf-842d-4309-a43a-1c17745814bd,[0.77498547 0.25       0.1134478  0.08635262],2723.376380837734
4d5b6ba1-29a3-490f-beba-08d946f89801,[0.67618619 0.25       0.25       0.09473024],1591.9918857059051
12548783-85bf-44b3-ba46-07c0af8fdd7e,[0.60850663 0.25       0.25       0.09928988],1366.012755592318
9fd8cd6c-49b8-4a86-8b05-4d082f43d0f0,[0.70076094 0.25       0.13849245 0.11485617],1114.5728072439426
51c63729-898b-4c55-ab87-b186544e7b13,[0.64760327 0.25       0.14499488 0.05760022],6211.596140636237
bb0de9bb-cd77-4b4c-a1d2-c565ca4bb907,[0.41825973 0.25       0.25       0.07146508],9387.260610139145
67774957-239f-409c-8d1b-51f3842ed504,[0.71559123 0.25       0.19450859 0.15869549],2752.7261681078344
9193ddcb-91c8-456f-8d18-8c71e2a91a9d,[0.37195752 0.25       0.18744483 0.15055153],8106.065864376876
4a6275d2-9e51-4098-baf3-f2c45f98df4c,[0.81026104 0.25       0.21404119 0.18738952],13945.665523846554
15a04585-830b-4521-8d65-93ee5e6f3091,[0.70423488 0.25       0.25       0.02293293],12110.584598500744
3469d983-f1cd-4a9b-8304-cbba5a924d5e,[0.81033296 0.25       0.23924489 0.05365479],725.2674941258556
0f068544-3cc4-4995-a9c3-b72e6f8cda3f,[0.28541514 0.25       0.25       0.05312829],6084.1506429479805
dcf0e3ba-8d53-40ba-8ee8-21268c2a1bca,[0.52452677 0.25       0.18942101 0.01      ],9460.085580505985
