,0,1
4880a96c-5594-4ef2-86a4-b027fc30f670,[0.68123644 0.25       0.25       0.0140567 ],9100.801009975312
e001a2fe-04b9-468d-b56a-2b04c33d0c56,[0.37757777 0.25       0.22482102 0.14352592],8190.830829630326
f5ccd965-bb82-4983-8148-fcecc30fc5e0,[0.68937147 0.25       0.08301589 0.03228328],4573.144283704626
64919fa8-1466-4804-be80-42f292179c9d,[0.81909293 0.25       0.20564853 0.09351372],2589.755930413904
f07bce69-3383-4ae1-aaae-89cbd007dc34,[0.49199132 0.25       0.15285772 0.08424433],7308.973489622648
039e5704-596f-4b02-9b8a-4e838474e793,[0.60722382 0.25       0.15404193 0.22801274],2322.0599883338614
3f2897e7-ebee-471f-ae83-d4016aeeb557,[0.69389765 0.25       0.17790044 0.1481441 ],691.8061464805008
446b6d24-d23d-47fb-b550-c3c1ed2c5c78,[0.59765542 0.25       0.23999808 0.15332255],9876.524479936166
098bfde3-141e-458e-87e0-882fe4e6d13d,[0.42511405 0.25       0.25       0.07321104],7122.99737141179
b3107182-abb7-446e-aa9d-5abacfa83a43,[0.63736907 0.25       0.25       0.20656545],4708.4433083954855
d6b15d38-530e-4853-9c43-47034d168e3f,[0.67208835 0.25       0.15246499 0.16147488],1102.091544707734
09ac656e-bbd8-4488-81da-232362e1ee4e,[0.40661504 0.25       0.25       0.03984086],3500.3223460716104
3bba38d5-5a93-444d-b4d7-10d17a84e6e2,[0.56628209 0.25       0.20566557 0.07237431],14276.831062451993
52649063-534f-4854-9497-9fada6aed5d0,[0.52901385 0.25       0.2143891  0.09077628],15437.489687147172
82711128-586c-4478-aa18-0cc86aa44257,[0.40658425 0.25       0.14274087 0.01      ],8124.299150038156
c36dfd31-32df-4934-a6bd-50d858a1ac85,[0.64387906 0.25       0.12676866 0.18868123],3347.7523495943583
1fe28aef-02b1-4cc9-9e2f-91481dedcb46,[0.20104086 0.25       0.25       0.03730401],7204.911942377792
ccacb164-1af9-46eb-9228-9817a67bdeb3,[0.82680715 0.25       0.24314137 0.01      ],12907.124131583765
2124c6fd-a54e-4435-a0dc-e34f1f433197,[0.36722796 0.25       0.25       0.01262614],6409.319226770555
80b6a495-a1d8-417a-aff8-ea4d4e42692b,[0.63963849 0.25       0.21769087 0.12536568],8900.744080740364
218a4809-fcb7-4fe3-b655-b182e5994c45,[0.68927585 0.25       0.25       0.01      ],10836.785364012518
eb9802c4-083f-43cb-a54a-153c6ca8be9e,[0.24286965 0.25       0.22749405 0.01      ],12571.402080667229
eecaa0da-6ea7-4838-9545-6696a45013a3,[0.76967847 0.25       0.21891374 0.05688415],1298.1899293576603
a618961e-cb0b-4108-b700-a342c98b3447,[0.38636011 0.25       0.1482791  0.05309654],15496.14745550489
c3e7bc1f-1187-425e-b55e-d1b3a97fe533,[0.67317928 0.25       0.25       0.15567754],13952.720786410673
33fc3084-8db1-493b-b00c-84f2308c1a50,[0.75181652 0.25       0.15049972 0.16630884],1470.1552208619412
9d9d8afa-d27a-4fbd-8a97-fbfc29ec4cb4,[0.77985845 0.25       0.25       0.0357937 ],11536.452475287644
afcd583a-b38f-4714-9781-06fab46ff610,[0.86457369 0.25       0.18848394 0.08626982],1612.5939448629965
733dc7b1-a5f2-4133-8f5f-cae17685b6af,[0.77543806 0.25       0.23173727 0.05478938],1281.2370637755034
43537ebc-4162-4de1-9663-7fe0e3fc7648,[0.52191244 0.25       0.25       0.1046213 ],8475.194466418143
3ce07846-117d-42b1-bc32-7c2a6959592c,[0.69377383 0.25       0.25       0.12966634],1433.8959677074656
46dde501-15ba-43fc-9c3b-fff0c5c167e8,[0.66653743 0.25       0.17595431 0.24697857],4384.673345619487
df669db2-1b66-4bfc-9658-baca4566e37c,[0.52289434 0.25       0.15736753 0.258469  ],4870.523770375275
a73f8cd9-0eac-4388-b36a-c3fbcdb38dc8,[0.71318479 0.25       0.23313697 0.05549382],15007.459792676496
56b4333f-b5c5-4304-be52-75868a05696d,[0.41986667 0.25       0.24727369 0.04115846],4767.952448053354
e34aa26b-8a3e-4710-a648-a5164dc1b5c6,[0.68662031 0.25       0.12576127 0.20855619],2716.2700646655057
462afe41-da5d-4436-a3bf-f23af318bdb4,[0.70237147 0.25       0.25       0.03975214],8732.014663615117
0d94211f-af16-4dae-b8be-5a2c0c3be061,[0.51943685 0.25       0.25       0.04971836],15557.185323133335
5920a254-6162-4b7f-ae8d-4f844d213cc6,[0.83245455 0.25       0.15927282 0.02702555],414.91535269699983
118dbd0d-eb42-47c2-9cb6-78d5165cf733,[0.429446   0.25       0.2078325  0.07216343],3479.7344494501813
45e0f985-2c8e-41ec-9f70-d3f5db3a6c4a,[0.63055063 0.25       0.22353937 0.13430644],8917.799111102599
8e7fcda9-2666-4535-8332-335e0529df6d,[0.36980854 0.25       0.20287161 0.12809112],5772.860018642402
f0f85fbe-b71d-4c6e-8b62-e057b4fc023c,[0.57955644 0.25       0.06266356 0.04518409],3157.64621970178
ecea4354-2e35-43c1-9131-a96227324112,[0.5648822  0.25       0.25       0.09507016],4221.182634519139
0d24a861-d008-46c4-bd54-16172b442d82,[1.         0.25       0.16852585 1.        ],7228.592998526634
d550026c-5e79-4a08-b9fc-11e8eab1a19a,[0.75541097 0.25       0.18779934 0.0132079 ],11956.309971817982
de4e3e0d-9097-44d1-996c-037940aec336,[0.39050665 0.25       0.25       0.15054905],10346.434081585625
c60d4d13-8af2-40e5-b0b8-70493eb71fbc,[0.49937643 0.25       0.1832334  0.11801181],2977.766677977737
55c30861-d7eb-471e-861a-02b38539088d,[0.33836588 0.25       0.23828975 0.14422765],2594.1428614500314
d58bd3c5-c9e3-4b81-9126-bae557d8f6f3,[0.5287252  0.25       0.24746361 0.12773461],6568.645371040526
6f408f39-8b2a-4c1d-af9d-278a16c28880,[0.59399064 0.25       0.20220131 0.09643671],11352.361069489965
9943793b-bf04-4cbe-9298-7f79ff703e8a,[0.69731919 0.25       0.25       0.04167457],10842.10439760313
fd7f8b78-4c28-49a6-a436-486da8e04c7a,[0.63464796 0.25       0.21488103 0.0898833 ],15248.690002728556
91766e74-acd8-4d8c-8d7a-1c59bac8cf98,[0.78351615 0.25       0.21793531 0.01160314],10608.897209459006
084759b6-01dc-4fd5-bdaa-b43deef435ab,[0.70821654 0.17071317 0.21046051 0.18994356],1126.9904361115832
3ef088b3-c63b-4385-bb85-73102918386c,[0.43139163 0.25       0.25       0.09568932],7325.755419234447
b00993e8-364b-46de-a9ad-abd6f5aad51d,[0.67630143 0.25       0.23969676 0.15065386],1817.526153697113
c7833a7c-4e7a-418f-8ea0-47332addc0d2,[0.73985635 0.25       0.230457   0.05781093],10000.350261584652
216c8c4e-50fb-421b-b7f5-56969162eabe,[0.5553745  0.25       0.17789873 0.01      ],19204.143808408244
2e61f914-d37b-4d97-b4dc-c20c4e7f16d0,[0.18797142 0.25       0.25       0.01      ],18734.246685421556
489d76f7-3e92-4428-8120-f17977b3a3db,[0.43817566 0.25       0.25       0.09929925],8462.751796218243
450a8d2c-ca67-4fe2-9103-edf391c48b34,[0.84845797 0.25       0.17657548 0.01      ],401.960660926061
b023118f-23e2-412f-bb41-6d89bd771355,[0.66439925 0.25       0.18239212 0.06732956],12889.7576048779
d7c57b33-384c-4105-aca9-b33f8826d4fb,[0.72019194 0.25       0.1729461  0.06815712],11822.256650217296
dc4e5db1-45ef-4761-b807-d6ca01524803,[0.55379751 0.25       0.18295909 0.0666922 ],2073.152671380615
7ac63c2f-bd69-40b7-ae27-26206f87cd1b,[0.37175427 0.25       0.25       0.11322943],3167.7058677715713
cd121ddc-232b-4ff8-9e51-667074dd2306,[0.60137523 0.25       0.24783237 0.01872373],9695.274247042295
5941a617-004d-4296-897b-8b362b7def1a,[0.72142113 0.25       0.18152038 0.27117175],1395.8361113009412
b28f530e-0870-4694-bd6e-4f9d760204c3,[0.61118295 0.25       0.25       0.03315259],14992.730990749465
85cf627b-d58d-4a68-9257-74adc453c515,[0.56084639 0.25       0.12132594 0.02288922],11134.362165599106
f5477837-29c8-435a-af1a-06d0b9d4bda6,[0.87996423 0.25       0.20192487 0.12583558],3096.4534355839537
33f4410f-577f-4444-b7a4-97aea32745de,[0.52962472 0.25       0.21089312 0.12848375],10235.030580661045
cf5c1dbb-741f-46f2-a17d-847c685fc624,[0.50302309 0.25       0.18333206 0.01055155],6354.84141211592
4fd3ebd4-0745-4136-b140-7240d8be0c0a,[0.6570917  0.25       0.24611361 0.06557717],14497.316231247984
8fb91736-a720-45c1-b9af-e534c1b15112,[0.68324836 0.25       0.22419215 0.07443144],10584.029592832369
c778ab54-316a-43c0-a47c-36ac8005dac6,[0.62267456 0.25       0.16427066 0.04111393],803.4079904578581
63b0d6a0-e8fe-4e8d-b197-f609bad2602c,[0.8619886  0.25       0.20403933 0.01      ],8042.793520795144
70ebafb7-70e7-43ba-ad95-d7eff549531a,[0.64227849 0.25       0.23868306 0.12512183],2890.4777134123747
810a92a3-1e0f-4847-b238-3d901f0a673a,[0.35376087 0.25       0.25       0.13051263],5143.099935859617
72c4a7d5-c8aa-4575-ae1e-1183ed066d27,[0.45856662 0.25       0.25       0.0480471 ],12428.879259409234
aaac1f38-0caa-4dac-a287-d7db1eecdd9d,[0.77285385 0.25       0.25       0.05001123],13873.49345660667
c48e3079-ae44-4852-b808-bbd7aeb32818,[0.43928271 0.25       0.25       0.03838436],11227.82264561324
6281244f-42d9-4986-a260-305838a3537f,[0.55888612 0.25       0.25       0.05663568],13607.165990799667
3f823347-0d7e-4a1a-9388-2ed3a958f201,[0.74784547 0.25       0.11601721 0.01      ],6156.338132456343
c0900a1b-ce1a-400e-afb9-4a50e22936e7,[0.27503374 0.25       0.25       0.17263836],7434.730183942899
848dcf52-79ab-4fda-b518-193d346ebc27,[0.5390897  0.25       0.25       0.05396807],4937.914276299702
fad0413a-03a1-4015-8c91-81feb2c0ea4f,[0.57195544 0.25       0.25       0.06163927],11130.95766541833
713f6dbf-dc44-48e6-85f1-3fdcc8708ece,[0.59365335 0.25       0.24205734 0.07626182],6715.230833288933
6c95ede8-013d-4add-bb70-60d3b5013f22,[0.62310417 0.25       0.19391712 0.05999604],12106.210016165021
e8933e9f-073d-4bbf-a166-90f14fe8dc54,[0.6960932  0.25       0.25       0.10162352],3744.4648215033353
694da3f4-46a0-4e4d-95fa-52c7048a2533,[0.57349278 0.25       0.25       0.14593274],9482.074790266246
015b2b75-ce0c-4c4b-b1ee-fff91ead8b53,[0.55580756 0.25       0.23110068 0.07494521],2933.7939754804784
e321c929-c3b4-458a-a6db-8178dc761171,[0.2973985  0.25       0.25       0.04299993],4176.852621382432
2cba3d21-5adc-47e7-a398-562ab1819939,[0.24828918 0.25       0.24115184 0.15626754],4251.680083439404
07cb9dee-0e04-4a0a-8939-3942ffa20bcd,[0.35108268 0.25       0.20154685 0.08459431],12321.20976796402
ac920105-988c-4bd4-b486-df47ca291972,[0.71933781 0.25       0.17679373 0.12829403],3481.123038804972
a8cc6cd7-c231-43cc-a46e-64349a6f22f7,[0.83569438 0.25       0.22913426 0.16695838],7634.607202192527
bb203ded-690c-4e84-9583-e5fa3d8ddc11,[0.65333407 0.25       0.25       0.01736934],1507.3298946588827
9a2f7248-1a07-46a3-ad14-26395071810f,[0.61396901 0.25       0.25       0.01      ],1143.1789562232764
5597cd56-637d-4334-9112-26673607d088,[0.60670303 0.25       0.24324998 0.1257299 ],8744.002723735479
23c471e3-1542-49f0-a5db-58b2ce4e6359,[0.85020805 0.25       0.22607041 0.04287155],6316.496546850848
e139c71e-63c3-4c93-a76d-a74bb2a0ef0d,[0.52294357 0.25       0.23739546 0.03299456],12066.484793014512
34c484d8-ff2f-4ed8-b98d-c5d52f6a0341,[0.51903679 0.25       0.16209263 0.17547067],6761.583026563866
4382e689-7685-469b-bfa2-c4fb022f8c3e,[0.41520355 0.25       0.25       0.04844634],7299.623885417336
90584991-202a-4c3f-b75e-728757e6cc8b,[0.56326846 0.25       0.13538652 0.01562741],4952.588515969123
e0d7c5a7-f7b9-40e0-ae58-58752d212f4b,[0.50135795 0.25       0.25       0.09225787],10636.521868572285
0b64f876-550a-4306-ac19-9b331efe2821,[0.36069982 0.25       0.25       0.03760409],10526.247686456989
92c0b49a-28d0-472d-b652-bb7753a9a2ad,[0.48299268 0.25       0.25       0.07873057],12881.470326152965
fe2aa487-de7a-4b00-b5a7-c16e6dcfbc1f,[0.33992344 0.24869556 0.25       0.15077308],4136.892601407897
73321ead-a163-4887-b04b-dcec0e1dc4c6,[0.82887009 0.25       0.21214195 0.02226795],683.763402686685
bc035c53-5961-4a28-8a54-6d16da7a3b90,[0.92092982 0.25       0.20549346 0.01      ],10497.288637241081
032d1482-9dc5-4874-9aa9-1ea4234c42b1,[0.41467103 0.25       0.23649552 0.06590642],7693.137032034196
dc06f289-4c19-4c8c-b6ff-58470efb450e,[0.74952521 0.25       0.20056602 0.05992804],11335.792473225158
2bcb0bc5-7cc8-486e-b9c3-641b580bcb42,[0.43187209 0.25       0.22035487 0.02577864],12237.109430657967
25c684fe-7b0e-4fbc-a357-fe4e86e897fe,[0.50068171 0.25       0.19896143 0.11588022],6616.278547722646
96a3cd47-f84c-49b0-8e41-5bd308847b14,[0.42002183 0.25       0.25       0.14078877],2991.7188460099055
c311c889-e6aa-47c2-a9a4-9b6bf538bef2,[0.70134824 0.25       0.25       0.01      ],14061.746991947817
73ee6368-c247-4bab-aac9-8e8a3a8a025a,[0.73566315 0.25       0.23236638 0.10289551],14177.5124145068
864ec1b7-0d3b-4251-9ac6-f6c29c35ea84,[0.41309181 0.25       0.23345955 0.12746458],6878.996467565521
d27dceaf-4498-4af4-8622-b2404e130502,[0.84856915 0.25       0.19970634 0.01      ],10430.80931459631
6caea2a1-d130-453f-80f6-01a8ea965c6e,[0.43939684 0.25       0.07124136 0.1973178 ],4527.391734654451
72015ef5-4931-4393-a7d0-18e6ddc173a4,[0.36998922 0.25       0.25       0.17647404],6929.6641901707235
502a4412-e748-48e6-ba4b-7306883743b5,[0.22363198 0.25       0.25       0.03774127],9769.824260769885
f8df9feb-b5f4-4661-8ff2-e8b9cbc7a747,[0.56241672 0.25       0.24881748 0.09275046],11289.987141174088
55c9fd87-6b32-452d-a89b-93bd5fdd4f3b,[0.56361868 0.25       0.21481148 0.01      ],5977.855172842764
737a6a8a-7aa0-4049-80b8-9c1f7bb1b006,[0.54191768 0.25       0.16232533 0.05718622],10393.038281123216
d72cadf0-ba49-4e6d-b825-1c3a98002778,[0.61974835 0.25       0.20877965 0.19520148],5525.013234541185
2768e6e9-30df-4f40-ac31-b55a35868853,[0.85691 0.25    0.25    0.01   ],12152.951603952342
43ccfb28-1d1b-4d37-b98a-154b18394518,[0.36652314 0.25       0.25       0.02915423],11020.309554994656
77a4f374-e021-4873-a0b7-5649d4861246,[0.50175008 0.25       0.24686516 0.1181006 ],11380.086437259848
d43c85d0-f903-4d5d-b8b4-c79f2899ef4d,[0.48125851 0.25       0.23798325 0.14463787],3505.3639025165867
642309db-bfba-4970-8531-48eefceba6a3,[0.50057377 0.25       0.25       0.25478013],10878.062326842726
0a052c54-9941-4b37-8c20-562157550779,[0.76373248 0.25       0.24292581 0.01      ],11340.80649278115
516f31f3-af33-44e1-a856-d5492f7b0712,[0.74328403 0.25       0.25       0.05971392],5490.1565553302025
f89edc08-0e58-4993-b389-9eaaae381ac2,[0.55150038 0.25       0.2176349  0.16410951],11975.879571331212
54fb9626-415b-4021-8d88-7fe8c84ea2d8,[0.75736098 0.25       0.15965422 0.22067924],871.8924118581782
473fc906-4b1d-4660-8122-5c9f4ba35dfb,[0.57860045 0.25       0.20136426 0.02977921],6582.258305332991
092b871f-664e-4fae-a64c-bfa6829bf5da,[0.72487611 0.25       0.21331899 0.03947944],8164.724779655924
94c7d707-b559-4b11-b2f6-67ae3061e07f,[0.87400789 0.25       0.22607549 0.09525032],4099.352611875786
649da195-1c3f-49dc-b80c-3ae8cd923f21,[0.49524064 0.25       0.15959114 0.09615821],6940.0908929161105
7a37a06f-ddcf-4c06-8fce-3d50e8c3abcd,[0.77153799 0.25       0.11156059 0.01938016],6182.740662097183
9d681349-26c6-4512-90f2-77f93a872560,[0.57220691 0.25       0.25       0.05184193],4689.625704826187
f97c0b1e-30f1-4661-9c17-cc4aeb804f9e,[0.6024292 0.25      0.25      0.01     ],14903.857848445086
ad17ffcb-a7df-42dc-83f7-14ba39ea62f5,[0.76555494 0.25       0.13421516 0.17908269],1292.3742656282054
44245e2c-d3d2-45cc-9225-9fed11c488f8,[0.66873527 0.25       0.25       0.08109542],1268.3423024264528
adad2102-8d72-4910-921c-a3122ee3680c,[0.37290578 0.25       0.23797948 0.07717554],6092.151328495625
ea2a796b-33b0-485f-916e-67e37be6f77c,[0.66944584 0.25       0.25       0.03955603],10785.858492383588
04794d28-467e-40e9-8731-f26b697245b5,[0.67504726 0.25       0.18410881 0.23015006],3170.9054756653973
5ac11f6a-6905-462c-b585-9381f5766e72,[0.60126837 0.25       0.2013427  0.12621784],10382.36571874627
11860d6b-03cf-4f6d-a43c-b3c275f4e069,[0.44240923 0.25       0.2476322  0.15776346],9025.341830744048
224ebe1d-0c82-4f7d-95c9-9b44f01c22d9,[0.74572932 0.25       0.25       0.01      ],452.2631181509732
2cfe2508-a7c2-412b-bfd8-106e72d200e9,[0.46011678 0.25       0.25       0.02852365],3214.997043124521
30260528-8c49-43b5-a01a-8c912f0841bb,[0.78165133 0.25       0.25       0.06888536],3678.975318757407
8186d93f-2c56-4de6-8420-9de54b1dac0c,[0.23027692 0.25       0.25       0.07245371],13430.502693478622
25bdfc4f-c07c-425c-87f5-ca2744afd9bc,[0.53505314 0.25       0.05466184 0.21298916],191.23727498230215
cc7a4854-452b-4775-9347-2711e25ded0e,[0.81582054 0.25       0.2088057  0.05268549],9471.713476920857
a9987345-f84b-4867-91ef-98c7a7275101,[0.46927248 0.25       0.22775576 0.09965715],9344.125739019222
e89b7d56-c912-4987-94c2-4c1ea4e0c436,[0.52338949 0.25       0.25       0.05672062],8288.887020930055
f88c69d7-6c14-4862-99e4-1ddd90bfcc58,[0.66436569 0.25       0.25       0.1297126 ],13887.571315365927
5c52eeb3-daa4-44a3-bb55-64f32294c792,[0.63113786 0.25       0.11850067 0.20285779],1617.6084797794708
475d58a4-5248-47f7-98ba-60efcacf37ad,[0.18881808 0.25       0.22005223 0.02347556],4823.444838913715
34e6a212-9d3d-4ac6-a8c3-605d92ad1cbe,[0.39982699 0.25       0.25       0.03746782],11184.738872058277
64c45074-d2ab-401c-9f2b-a25fd10a9c96,[0.51148882 0.25       0.06402865 0.03200803],8504.32909437984
5ce2b2c3-243f-41a4-b2ba-739ffc8edc5a,[0.34773502 0.25       0.25       0.09291866],7248.947210225671
79854033-e2e0-4264-8fc5-f8a11ff62af1,[0.49286637 0.25       0.25       0.09895956],8588.170948143104
adb3ce05-7d02-46e5-95fc-ffdfed328379,[0.5754405  0.25       0.23583753 0.03326454],8082.3015349044435
f342d9b8-0dc0-44e6-a82a-b8b699d617ce,[0.56297453 0.25       0.25       0.15822722],9436.277650436907
d0e73c5c-fa99-41ae-bded-77af87a2203c,[0.62887583 0.25       0.14384861 0.01609322],7251.570716059845
1663e993-7966-43bb-a9ae-39af38cde552,[0.43306439 0.25       0.25       0.15679588],6595.069821060006
19a7e20a-3de6-4bb6-bf2d-bd47b4026be2,[0.45914454 0.25       0.25       0.04851213],13087.935412450786
547edf03-64a5-4a9b-a4b7-5e5bbdfa2726,[0.54151065 0.25       0.14326596 0.12308596],3276.669729885696
3bd12d8b-41d2-4b40-a1a9-e09da764f272,[0.50930077 0.25       0.25       0.24192546],3139.8135697564317
11e29308-f33e-477a-827a-e5c63ea618db,[0.55649772 0.25       0.10278019 0.01634242],14749.773434136177
7e76b5b1-9a01-44f4-84a7-f9dfd171c1f5,[0.48595499 0.25       0.25       0.03369939],15127.442695882617
b94472ab-bd5c-4d5d-ba08-daf1df2c2a6f,[0.68871829 0.25       0.25       0.01      ],11845.92779613051
d0fb1262-158a-441c-b24f-815c342d757f,[0.80192155 0.25       0.23821477 0.01994461],1816.11407420536
03ad45b9-c47b-42ae-97c0-1aaafa97f7af,[0.84619309 0.25       0.2234488  0.06378137],8316.771746128572
e75f562a-96a9-4f47-9510-e00742a276e7,[0.80605026 0.25       0.25       0.04122706],9051.501686589078
6fdbc50e-cc97-4bce-88dd-d819d96cb017,[0.67209553 0.25       0.25       0.04069371],4682.396493791
cb2d9948-8cb2-4322-b074-df4bd9b58484,[0.53587127 0.25       0.25       0.01      ],12323.443541097135
2ea1b8fc-6c4b-4cc2-a63c-7974e6a47b6e,[0.73100656 0.25       0.25       0.06861396],2362.0031729032717
18b39fc5-e40a-489c-85e7-96d0ff2e47c3,[0.32382539 0.25       0.25       0.02650284],15130.822371399967
c1868406-48c1-4460-b6e3-dcc394490aba,[0.69213003 0.25       0.1646182  0.22856205],4286.595146473717
d366484e-c052-42e1-b8dc-512451b05416,[0.77841772 0.25       0.25       0.06704899],5073.002599791674
b8be3e74-8bcc-4b61-89b3-155465104974,[0.52393601 0.25       0.08451406 0.01133579],6963.7445627245825
847fedcc-0891-4fc2-bd43-a78d186367e9,[0.6913518  0.25       0.13257242 0.19529863],2638.1106047348517
84b7c578-079e-4d0d-9e5c-3d38fbcd21a9,[0.5097934  0.25       0.25       0.08246834],11297.649317866859
232b342c-847c-451d-9d27-a230454d6bc3,[0.82519332 0.25       0.13818573 0.12668   ],1022.0994112476345
f3cf8b3e-e18f-45e5-ab0f-38d6aaf725d2,[0.75783456 0.25       0.25       0.08067415],709.8248057167257
30336d40-e891-4c85-9720-2b95ff52b7db,[0.27539348 0.25       0.25       0.04555532],6064.510944765378
a801f491-dbcf-4476-937d-0b29f07d3e73,[0.6022424  0.25       0.07495199 0.02367984],5284.713572867039
30a12d14-9707-4cd3-bf6b-478fa095f5cf,[0.83477191 0.25       0.1627228  0.09041954],3310.036852599611
c1f64429-f876-44a4-adde-38fae4a015a4,[0.84496929 0.25       0.20861189 0.09018968],1445.118984660806
56f38838-a6da-441c-8b53-8db07c562194,[0.51739446 0.25       0.19200693 0.01032709],10798.818032553698
7545f8d8-d385-400f-988e-60a0f6b54154,[0.5136714  0.25       0.25       0.12729305],10172.03340393621
f5b699ba-b11d-4ec1-b7c1-f21b3e2aa43c,[0.49808618 0.25       0.14245866 0.13891823],7130.3827117146775
0b555eaa-f074-429f-b153-abfb2bfebb04,[0.53893486 0.25       0.11296674 0.03388665],6798.940555868281
a28ee7bc-30f3-4848-aff5-b36cbb869eca,[0.43685655 0.25       0.25       0.04943567],7028.435429108743
120f7c11-0800-46ce-8d89-c8f7c9ed6fc0,[0.72101655 0.25       0.25       0.0493311 ],13681.20104931107
f3306528-6480-4f31-8001-e0ceb3f13c64,[0.46387737 0.25       0.23652917 0.08882638],13766.118897141145
f1dadfb4-4c6a-4bc2-8699-43bcbbe03567,[0.73125462 0.25       0.15167832 0.107626  ],790.4480510074202
a84b0f72-613d-4b49-94e5-708f99d509ab,[0.61300439 0.25       0.03506393 0.01646727],2947.9711695739775
d435625a-7163-4253-a27e-d6489900bf3e,[0.43761981 0.25       0.17230339 0.01      ],5182.554282884303
ef61cba1-3d97-4953-953b-8fb5d007ccce,[0.44504235 0.25       0.2332759  0.1269052 ],9910.487822748166
2248dc23-cd08-4070-89b9-06f192789ddb,[0.51654821 0.25       0.25       0.0257252 ],14113.870406135922
bec5f9b6-8963-4533-b8b9-beeb0177e8b9,[0.75130087 0.25       0.22155324 0.11669961],14909.364934999841
21ce951c-a2ff-4e96-b5bb-1f31623e9773,[0.84561218 0.01       0.23037871 0.35555068],1524.1979030109687
bdc72f5a-b36e-477c-86c0-ba90c0dcff3b,[0.49843304 0.25       0.24845585 0.21186235],6566.789113045856
db1cbd4e-423d-4796-ba97-6f65cc92a3ac,[0.57652329 0.25       0.21048605 0.01      ],5977.248361474881
0a1978a3-92e8-4b53-8dfd-baa167c9cdfc,[0.38024774 0.25       0.18250566 0.10639078],3225.4169247126515
311d7ee8-179e-4f0d-b961-7940cc4751b1,[0.64584414 0.25       0.19048015 0.02978824],11896.004616846849
8d312efb-2eed-491a-b4c4-88d1f749415c,[0.80835554 0.25       0.16788795 0.03061021],3376.89439626648
7449aeb6-b472-45ef-9943-a237e634f3e6,[0.85790191 0.25       0.19005137 0.01      ],10246.160668146522
93373946-bf08-4b29-9b57-bdb133db85a2,[0.65256335 0.25       0.25       0.01547991],2719.459951019042
57e0e970-9ff6-4c99-ba86-5b38335eefdf,[0.7451036  0.25       0.25       0.01389858],1167.2023410420998
c0c3b1ea-1f03-48eb-8403-a3a870399f59,[0.47973908 0.25       0.24042555 0.10410742],2972.3731198734426
020dc2cd-e6b7-454b-a0f6-d587688989e0,[0.59323694 0.25       0.19406704 0.03178069],12000.196078117631
e435d3d9-cc7d-4d65-b277-3e09ab181cbc,[0.35128347 0.25       0.25       0.11321572],8251.022342353717
5a1197e4-7b57-414b-b69d-c6c55e05cd51,[0.8390236  0.25       0.1835743  0.07075493],1123.2539594541977
a1679659-0e52-4e09-b3df-10668d535716,[0.67372023 0.25       0.25       0.04141275],10361.738405617127
6c50ecfa-8665-4fd2-ae39-9ce370864e25,[0.25960011 0.25       0.18158392 0.01      ],17274.94732915224
b7c97a40-ac52-433f-bab6-9f179bbe1ad5,[0.78882344 0.25       0.14504803 0.18326822],3442.503605133129
85dd1588-d883-4126-8031-ae581b98d4db,[0.33771465 0.25       0.25       0.07320763],10979.529936147834
2356259b-712b-4400-bb7c-64b177a3bdc2,[0.51198179 0.25       0.20821643 0.09281261],12451.96017968494
755e4a3d-5302-49d0-a6a6-47b9ba7f4109,[0.60420667 0.25       0.20088231 0.11487369],926.2378119334556
a6bcd989-c7dd-4cd2-95aa-315b6567f7de,[0.67180564 0.25       0.18431906 0.05402983],9742.417600569706
7d92046a-b330-4537-9148-04c73f5106cc,[0.6373423  0.25       0.25       0.16513351],3710.5271923758655
e1501fa7-cfa7-4065-97b6-f1b56b01cfca,[0.39581495 0.25       0.25       0.11862097],6001.280923345235
543e135d-302c-4401-9f4a-a3390cae2006,[0.65343979 0.25       0.25       0.01372365],12759.299551606913
6b500e94-bfe0-4bb1-9791-4793223e97ec,[0.49296086 0.25       0.24275637 0.10943326],10110.313380552116
b21385ec-a239-40e2-a2c4-babaf8bfa35d,[0.65619133 0.25       0.25       0.04287715],2425.2114190844245
e9d96666-48b3-42cd-8deb-2f8024b1d3af,[0.70535724 0.25       0.17639086 0.15778369],11734.959908843448
4330ac0d-7d3f-4fb6-b43f-b40504d46035,[0.80064791 0.25       0.24864149 0.1370454 ],6748.044471061338
c7c2673d-0f7c-430e-aae2-f24fafa19fa7,[0.83625048 0.25       0.25       0.01      ],15278.999124661059
c1d49ef1-cb71-4725-81e6-82df8b3d444c,[0.10038432 0.23121871 0.23398415 0.03791703],5481.0741956868205
82dff4e0-301a-4deb-aba9-31f9894cb2c2,[0.38606989 0.25       0.25       0.01688229],10005.874618823877
75eb17be-4097-4639-8c55-0e067afedfe3,[0.50514253 0.25       0.12297381 0.0543564 ],5910.405956753836
29c0c504-6129-4873-940a-e8b901c8e188,[0.64432886 0.25       0.10271251 0.21094553],3833.2055050295294
ab3b5e1d-df5b-4711-b034-1976c586c54e,[0.46220321 0.25       0.21376726 0.09934686],6127.550373719166
42c359d5-3407-4aff-9adf-ee8b057c7c59,[0.71471256 0.25       0.13866253 0.01      ],9376.32671545426
32c9c2d5-d539-4b1b-a0f5-110de5170815,[0.35386134 0.25       0.25       0.01795949],14676.865896675448
c150ef3f-662f-44ad-96da-4829a9d7eb04,[0.53722908 0.25       0.25       0.10038299],9067.531809090251
af2e2d3c-199d-4a55-88d6-c28fa1c9c83b,[0.25380763 0.25       0.25       0.08726598],9622.313501826146
